rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,current_age
83.0,19100.0,Finance & Investments,Ray Dalio,73.0,United States,Greenwich,Hedge funds,Finance & Investments,United States,True,D,M,1949-08-08 00:00:00,Dalio,Ray,4/4/2023 5:01,1949.0,8.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,75.0
84.0,19000.0,Automotive,Eric Li,59.0,China,Hangzhou,Automobiles,Automotive,China,True,D,M,1963-06-01 00:00:00,Li,Eric,4/4/2023 5:01,1963.0,6.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61.0
84.0,19000.0,Metals & Mining,Wang Wenyin,55.0,China,Shenzhen,"Mining, copper products",Metals & Mining,China,True,U,M,1968-03-01 00:00:00,Wang,Wenyin,4/4/2023 5:01,1968.0,3.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,57.0
86.0,18900.0,Diversified,Eyal Ofer,72.0,Monaco,Monte Carlo,"Real estate, shipping",Diversified,Israel,False,U,M,1950-06-02 00:00:00,Ofer,Eyal,4/4/2023 5:01,1950.0,6.0,2.0,127.75520358306187,4.364169381107492,7184844193.0,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,38964.0,43.7384176,7.4246158,74.0
86.0,18900.0,Food & Beverage,Qin Yinglin,57.0,China,Nanyang,Pig breeding,Food & Beverage,China,True,D,M,1965-04-17 00:00:00,Qin,Yinglin,4/4/2023 5:01,1965.0,4.0,17.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59.0
88.0,18700.0,Automotive,Wang Chuanfu,57.0,China,Shenzhen,"Batteries, automobiles",Automotive,China,True,D,M,1966-02-15 00:00:00,Wang,Chuanfu,4/4/2023 5:01,1966.0,2.0,15.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59.0
89.0,18500.0,Energy,Harold Hamm & family,77.0,United States,Oklahoma City,Oil & gas,Energy,United States,True,U,M,1945-12-11 00:00:00,Hamm,Harold,4/4/2023 5:01,1945.0,12.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,79.0
89.0,18500.0,Finance & Investments,David Tepper,65.0,United States,Palm Beach,Hedge funds,Finance & Investments,United States,True,U,M,1957-09-11 00:00:00,Tepper,David,4/4/2023 5:01,1957.0,9.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,67.0
89.0,18500.0,Energy,Gennady Timchenko,70.0,Russia,Moscow,"Oil, gas",Energy,Russia,True,U,M,1952-11-09 00:00:00,Timchenko,Gennady,4/4/2023 5:01,1952.0,11.0,9.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,72.0
92.0,18000.0,Finance & Investments,Daniel Gilbert,61.0,United States,Franklin,Quicken Loans,Finance & Investments,United States,True,D,M,1962-01-17 00:00:00,Gilbert,Daniel,4/4/2023 5:01,1962.0,1.0,17.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,63.0
93.0,17700.0,Metals & Mining,Lakshmi Mittal,72.0,United Kingdom,London,Steel,Metals & Mining,India,False,D,M,1950-06-15 00:00:00,Mittal,Lakshmi,4/4/2023 5:01,1950.0,6.0,15.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,74.0
94.0,17500.0,Finance & Investments,Steve Cohen,66.0,United States,Greenwich,Hedge funds,Finance & Investments,United States,True,U,M,1956-06-11 00:00:00,Cohen,Steve,4/4/2023 5:01,1956.0,6.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,68.0
94.0,17500.0,Finance & Investments,Carl Icahn,87.0,United States,Indian Creek,Investments,Finance & Investments,United States,True,U,M,1936-02-16 00:00:00,Icahn,Carl,4/4/2023 5:01,1936.0,2.0,16.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,89.0
94.0,17500.0,Metals & Mining,Savitri Jindal & family,73.0,India,Hisar,Steel,Metals & Mining,India,False,D,F,1950-03-20 00:00:00,Jindal,Savitri,4/4/2023 5:01,1950.0,3.0,20.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,75.0
97.0,17400.0,Real Estate,Donald Bren,90.0,United States,Newport Beach,Real estate,Real Estate,United States,True,U,M,1932-05-11 00:00:00,Bren,Donald,4/4/2023 5:01,1932.0,5.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,92.0
97.0,17400.0,Fashion & Retail,"John Menard, Jr.",83.0,United States,Eau Claire,Home improvement stores,Fashion & Retail,United States,True,U,M,1940-01-22 00:00:00,Menard,John,4/4/2023 5:01,1940.0,1.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,85.0
99.0,17100.0,Media & Entertainment,Rupert Murdoch & family,92.0,United States,New York,"Newspapers, TV network",Media & Entertainment,United States,False,D,M,1931-03-11 00:00:00,Murdoch,Rupert,4/4/2023 5:01,1931.0,3.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,94.0
100.0,16700.0,Finance & Investments,Vicky Safra & family,70.0,Switzerland,Crans-Montana,Banking,Finance & Investments,Brazil,False,U,F,1953-01-01 00:00:00,Safra,Vicky,4/4/2023 5:01,1953.0,1.0,1.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,72.0
101.0,16500.0,Fashion & Retail,"Theo Albrecht, Jr. & family",72.0,Germany,Mulheim an der Ruhr,"Aldi, Trader Joe's",Fashion & Retail,Germany,False,D,M,1951-01-01 00:00:00,Albrecht,Theo,4/4/2023 5:01,1951.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,74.0
101.0,16500.0,Finance & Investments,Renata Kellnerova & family,55.0,Czech Republic,Prague,"Finance, telecommunications",Finance & Investments,Czech Republic,False,D,F,1967-07-04 00:00:00,Kellnerova,Renata,4/4/2023 5:01,1967.0,7.0,4.0,116.48,2.8,246489245495.0,64.1,100.7,79.0,14.9,46.1,10669709.0,49.817492,15.472962,57.0
103.0,16300.0,Healthcare,Li Xiting,72.0,China,Shenzhen,medical devices,Healthcare,Singapore,True,D,M,1951-01-01 00:00:00,Li,Xiting,4/4/2023 5:01,1951.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,74.0
104.0,16200.0,Fashion & Retail,Stefan Persson,75.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,False,D,M,1947-10-04 00:00:00,Persson,Stefan,4/4/2023 5:01,1947.0,10.0,4.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,77.0
104.0,16200.0,Technology,Eric Schmidt,67.0,United States,Atherton,Google,Technology,United States,True,D,M,1955-04-27 00:00:00,Schmidt,Eric,4/4/2023 5:01,1955.0,4.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,69.0
106.0,16000.0,Finance & Investments,Michael Platt,55.0,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,True,U,M,1968-03-18 00:00:00,Platt,Michael,4/4/2023 5:01,1968.0,3.0,18.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,57.0
107.0,15900.0,Food & Beverage,Pang Kang,67.0,China,Foshan,Soy sauce,Food & Beverage,China,True,D,M,1956-01-19 00:00:00,Pang,Kang,4/4/2023 5:01,1956.0,1.0,19.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,69.0
108.0,15800.0,Fashion & Retail,Karl Albrecht Jr. & family,65.14019417475728,Germany,New York,Supermarkets,Fashion & Retail,Germany,False,Split Family Fortune,M,1965-01-01 00:00:00,Albrecht Jr.,Karl,4/4/2023 5:01,1957.1833073322932,5.740249609984399,12.09984399375975,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,67.19695787831513
108.0,15800.0,Fashion & Retail,Beate Heister,65.14019417475728,United States,New York,Supermarkets,Fashion & Retail,Germany,False,Split Family Fortune,F,1965-01-01 00:00:00,Heister,Beate,4/4/2023 5:01,1957.1833073322932,5.740249609984399,12.09984399375975,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,67.19695787831513
108.0,15800.0,Food & Beverage,Jorge Paulo Lemann & family,83.0,Switzerland,Zurich,Beer,Food & Beverage,Brazil,True,U,M,1939-08-26 00:00:00,Lemann,Jorge Paulo,4/4/2023 5:01,1939.0,8.0,26.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,85.0
108.0,15800.0,Real Estate,Peter Woo,76.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,D,M,1946-09-05 00:00:00,Woo,Peter,4/4/2023 5:01,1946.0,9.0,5.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,78.0
112.0,15600.0,Healthcare,Dilip Shanghvi,67.0,India,Mumbai,Pharmaceuticals,Healthcare,India,True,E,M,1955-10-01 00:00:00,Shanghvi,Dilip,4/4/2023 5:01,1955.0,10.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,69.0
113.0,15500.0,Technology,Robert Pera,45.0,United States,San Jose,Wireless networking,Technology,United States,True,U,M,1978-03-10 00:00:00,Pera,Robert,4/4/2023 5:01,1978.0,3.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,47.0
114.0,15300.0,Fashion & Retail,Radhakishan Damani,68.0,India,Mumbai,"Retail, investments",Fashion & Retail,India,True,D,M,1955-01-01 00:00:00,Damani,Radhakishan,4/4/2023 5:01,1955.0,1.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,70.0
115.0,15200.0,Automotive,Huang Shilin,56.0,China,Ningde,Batteries,Automotive,China,True,D,M,1967-01-01 00:00:00,Huang,Shilin,4/4/2023 5:01,1967.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,58.0
116.0,14900.0,Diversified,Dhanin Chearavanont,83.0,Thailand,Bangkok,Diversified,Diversified,Thailand,False,U,M,1939-04-19 00:00:00,Chearavanont,Dhanin,4/4/2023 5:01,1939.0,4.0,19.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,85.0
116.0,14900.0,Fashion & Retail,David Green & family,81.0,United States,Oklahoma City,Retail,Fashion & Retail,United States,True,U,M,1941-11-13 00:00:00,Green,David,4/4/2023 5:01,1941.0,11.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,83.0
118.0,14800.0,Food & Beverage,Charoen Sirivadhanabhakdi,78.0,Thailand,Bangkok,"Alcohol, real estate",Food & Beverage,Thailand,True,U,M,1944-05-02 00:00:00,Sirivadhanabhakdi,Charoen,4/4/2023 5:01,1944.0,5.0,2.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,80.0
119.0,14700.0,Food & Beverage,Charlene de Carvalho-Heineken & family,68.0,United Kingdom,London,Heineken,Food & Beverage,Netherlands,False,D,F,1954-06-30 00:00:00,de Carvalho-Heineken,Charlene,4/4/2023 5:01,1954.0,6.0,30.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,70.0
120.0,14600.0,Healthcare,Xu Hang,60.0,China,Shenzhen,Medical devices,Healthcare,Hong Kong,True,D,M,1962-05-22 00:00:00,Xu,Hang,4/4/2023 5:01,1962.0,5.0,22.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,62.0
121.0,14500.0,Automotive,Wei Jianjun & family,59.0,China,Baoding,Automobiles,Automotive,China,True,D,M,1964-03-01 00:00:00,Wei,Jianjun,4/4/2023 5:01,1964.0,3.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61.0
122.0,14400.0,Metals & Mining,Alisher Usmanov,69.0,Uzbekistan,Tashkent,"Steel, telecom, investments",Metals & Mining,Russia,True,U,M,1953-09-09 00:00:00,Usmanov,Alisher,4/4/2023 5:01,1953.0,9.0,9.0,127.75520358306187,4.364169381107492,57921286440.0,10.1,104.2,71.6,14.8,31.6,33580650.0,41.377491,64.585262,71.0
123.0,14300.0,Manufacturing,Goh Cheng Liang,95.0,Singapore,Singapore,Paints,Manufacturing,Singapore,True,U,M,1927-06-27 00:00:00,Goh,Cheng Liang,4/4/2023 5:01,1927.0,6.0,27.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,97.0
124.0,14200.0,Diversified,Kumar Birla,55.0,India,Mumbai,Commodities,Diversified,India,False,D,M,1967-06-14 00:00:00,Birla,Kumar,4/4/2023 5:01,1967.0,6.0,14.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,57.0
124.0,14200.0,Manufacturing,Aliko Dangote,65.0,Nigeria,Lagos,"Cement, sugar",Manufacturing,Nigeria,True,U,M,1957-04-10 00:00:00,Dangote,Aliko,4/4/2023 5:01,1957.0,4.0,10.0,267.51,11.4,448120428859.0,10.2,84.7,54.3,1.5,34.8,200963599.0,9.081999,8.675277,67.0
126.0,14100.0,Real Estate,Kwong Siu-hing,93.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,U,F,1929-12-02 00:00:00,Kwong,Siu-hing,4/4/2023 5:01,1929.0,12.0,2.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,95.0
127.0,14000.0,Diversified,Idan Ofer,67.0,United Kingdom,London,Shipping,Diversified,Israel,False,U,M,1955-10-02 00:00:00,Ofer,Idan,4/4/2023 5:01,1955.0,10.0,2.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,69.0
128.0,13900.0,Healthcare,Chen Bang,57.0,China,Changsha,Hospitals,Healthcare,China,True,U,M,1965-09-01 00:00:00,Chen,Bang,4/4/2023 5:01,1965.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59.0
128.0,13900.0,Gambling & Casinos,Lui Che Woo,94.0,Hong Kong,Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,True,U,M,1929-04-01 00:00:00,Lui,Che Woo,4/4/2023 5:01,1929.0,4.0,1.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,96.0
130.0,13700.0,Logistics,John Fredriksen,78.0,United Kingdom,London,Shipping,Logistics,Cyprus,True,U,M,1945-02-01 00:00:00,Fredriksen,John,4/4/2023 5:01,1945.0,2.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,80.0
130.0,13700.0,Construction & Engineering,Diane Hendricks,76.0,United States,Afton,Building supplies,Construction & Engineering,United States,True,U,F,1947-03-02 00:00:00,Hendricks,Diane,4/4/2023 5:01,1947.0,3.0,2.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,78.0
130.0,13700.0,Technology,Jan Koum,47.0,United States,Atherton,WhatsApp,Technology,United States,True,U,M,1976-02-24 00:00:00,Koum,Jan,4/4/2023 5:01,1976.0,2.0,24.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,49.0
133.0,13300.0,Sports,Jerry Jones,80.0,United States,Dallas,Dallas Cowboys,Sports,United States,True,U,M,1942-10-13 00:00:00,Jones,Jerry,4/4/2023 5:01,1942.0,10.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,82.0
133.0,13300.0,Energy,George Kaiser,80.0,United States,Tulsa,"Oil & gas, banking",Energy,United States,False,U,M,1942-07-29 00:00:00,Kaiser,George,4/4/2023 5:01,1942.0,7.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,82.0
133.0,13300.0,Real Estate,Joseph Lau,71.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,True,D,M,1951-07-21 00:00:00,Lau,Joseph,4/4/2023 5:01,1951.0,7.0,21.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,73.0
136.0,13200.0,Automotive,Lu Xiangyang,60.0,China,Guangzhou,"Automobiles, batteries",Automotive,China,True,D,M,1962-12-28 00:00:00,Lu,Xiangyang,4/4/2023 5:01,1962.0,12.0,28.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,62.0
137.0,13100.0,Real Estate,Harry Triguboff,90.0,Australia,Sydney,Real estate,Real Estate,Australia,True,U,M,1933-03-03 00:00:00,Triguboff,Harry,4/4/2023 5:01,1933.0,3.0,3.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,92.0
138.0,12900.0,Finance & Investments,Uday Kotak,64.0,India,Mumbai,Banking,Finance & Investments,India,True,D,M,1959-03-15 00:00:00,Kotak,Uday,4/4/2023 5:01,1959.0,3.0,15.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,66.0
138.0,12900.0,Sports,Stanley Kroenke,75.0,United States,Electra,"Sports, real estate",Sports,United States,True,U,M,1947-07-29 00:00:00,Kroenke,Stanley,4/4/2023 5:01,1947.0,7.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,77.0
140.0,12600.0,Energy,Mikhail Fridman,58.0,United Kingdom,London,"Oil, banking, telecom",Energy,Russia,True,U,M,1964-04-21 00:00:00,Fridman,Mikhail,4/4/2023 5:01,1964.0,4.0,21.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,60.0
141.0,12300.0,Energy,Sarath Ratanavadi,57.0,Thailand,Bangkok,Energy,Energy,Thailand,True,U,M,1965-07-12 00:00:00,Ratanavadi,Sarath,4/4/2023 5:01,1965.0,7.0,12.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,59.0
142.0,12200.0,Metals & Mining,Dang Yanbao,50.0,China,Yinchuan,Coal,Metals & Mining,China,True,D,M,1973-02-01 00:00:00,Dang,Yanbao,4/4/2023 5:01,1973.0,2.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,52.0
142.0,12200.0,Healthcare,Jiang Rensheng & family,69.0,China,Chongqing,Vaccines,Healthcare,China,True,D,M,1953-10-08 00:00:00,Jiang,Rensheng,4/4/2023 5:01,1953.0,10.0,8.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,71.0
144.0,12100.0,Automotive,Shahid Khan,72.0,United States,Naples,Auto parts,Automotive,United States,True,U,M,1950-07-18 00:00:00,Khan,Shahid,4/4/2023 5:01,1950.0,7.0,18.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,74.0
145.0,12000.0,Technology,Laurene Powell Jobs & family,59.0,United States,Palo Alto,"Apple, Disney",Technology,United States,False,D,F,1963-11-06 00:00:00,Powell Jobs,Laurene,4/4/2023 5:01,1963.0,11.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,61.0
146.0,11800.0,Diversified,Robert Kuok,99.0,Hong Kong,Hong Kong,"Palm oil, shipping, property",Diversified,Malaysia,True,U,M,1923-10-06 00:00:00,Kuok,Robert,4/4/2023 5:01,1923.0,10.0,6.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,101.0
147.0,11600.0,Real Estate,Stephen Ross,82.0,United States,New York,Real estate,Real Estate,United States,True,U,M,1940-05-10 00:00:00,Ross,Stephen,4/4/2023 5:01,1940.0,5.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,84.0
148.0,11500.0,Technology,Pavel Durov,38.0,United Arab Emirates,Dubai,Messaging app,Technology,United Arab Emirates,True,D,M,1984-10-10 00:00:00,Durov,Pavel,4/4/2023 5:01,1984.0,10.0,10.0,114.52,-1.9,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818,40.0
148.0,11500.0,Healthcare,Andreas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,True,D,M,1950-02-16 00:00:00,Struengmann,Andreas,4/4/2023 5:01,1950.0,2.0,16.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,75.0
148.0,11500.0,Healthcare,Thomas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,True,D,M,1950-02-16 00:00:00,Struengmann,Thomas,4/4/2023 5:01,1950.0,2.0,16.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,75.0
151.0,11400.0,Food & Beverage,Liu Hanyuan,59.0,China,Chengdu,Agribusiness,Food & Beverage,China,True,D,M,1964-01-01 00:00:00,Liu,Hanyuan,4/4/2023 5:01,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61.0
151.0,11400.0,Fashion & Retail,Michael Rubin,50.0,United States,Bryn Mawr,Online retail,Fashion & Retail,United States,True,U,M,1972-07-21 00:00:00,Rubin,Michael,4/4/2023 5:01,1972.0,7.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,52.0
153.0,11300.0,Finance & Investments,Israel Englander,74.0,United States,New York,Hedge funds,Finance & Investments,United States,True,D,M,1948-09-30 00:00:00,Englander,Israel,4/4/2023 5:01,1948.0,9.0,30.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,76.0
153.0,11300.0,Manufacturing,Viatcheslav Kantor,69.0,Israel,Herzliya,"Fertilizer, real estate",Manufacturing,Russia,True,U,M,1953-09-08 00:00:00,Kantor,Viatcheslav,4/4/2023 5:01,1953.0,9.0,8.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,71.0
153.0,11300.0,Manufacturing,Anthony Pratt,62.0,Australia,Melbourne,Manufacturing,Manufacturing,Australia,False,D,M,1960-04-11 00:00:00,Pratt,Anthony,4/4/2023 5:01,1960.0,4.0,11.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,64.0
153.0,11300.0,Finance & Investments,Mikhail Prokhorov,57.0,Switzerland,Frauenfeld,Investments,Finance & Investments,Russia,True,U,M,1965-05-03 00:00:00,Prokhorov,Mikhail,4/4/2023 5:01,1965.0,5.0,3.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,59.0
157.0,11100.0,Fashion & Retail,Giorgio Armani,88.0,Italy,Milan,Luxury goods,Fashion & Retail,Italy,True,U,M,1934-07-11 00:00:00,Armani,Giorgio,4/4/2023 5:01,1934.0,7.0,11.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,90.0
157.0,11100.0,Fashion & Retail,Johann Rupert & family,72.0,South Africa,Cape Town,Luxury goods,Fashion & Retail,South Africa,False,U,M,1950-06-01 00:00:00,Rupert,Johann,4/4/2023 5:01,1950.0,6.0,1.0,158.93,4.1,351431649241.0,22.4,100.9,63.9,27.5,29.2,58558270.0,-30.559482,22.937506,74.0
159.0,11000.0,Finance & Investments,Gong Hongjia & family,58.0,Hong Kong,Hong Kong,Video surveillance,Finance & Investments,Hong Kong,True,D,M,1965-01-01 00:00:00,Gong,Hongjia,4/4/2023 5:01,1965.0,1.0,1.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,60.0
159.0,11000.0,Technology,Zhang Zhidong,51.0,China,Shenzhen,Internet media,Technology,China,True,D,M,1972-01-01 00:00:00,Zhang,Zhidong,4/4/2023 5:01,1972.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,53.0
